period	subgrp	N	mob1	mob2	mob3	mob1se	mob2se	mob3se
"K to 1"	"s1_frl2_ethwht"	1950	.08076387	.04686774	.02771181	.01342782	.01225935	.01034231
"K to 1"	"s1_frl2_ethapi"	240	.07532492	-99	-99	.02338147	-99	-99
"K to 1"	"s1_frl2_sesl"	920	.10038201	.04122347	.01455919	.01653325	.01406773	.01048162
"K to 1"	"s1_frl2_sesh"	620	.09726179	.05070575	.03485909	.02178327	.01528412	.01306861
"K to 1"	"s1_frl2_ssml"	970	.11588361	.05820005	.02125267	.01458961	.01183422	.00783768
"K to 1"	"s1_frl2_ssmh"	770	.0756644	.038359	.01938495	.01667646	.01022326	.00767955
"K to 1"	"s1_frl2_ssrl"	920	.11514343	.04730618	.02046356	.01609726	.01200621	.00964576
"K to 1"	"s1_frl2_ssrh"	750	.0787712	.03996352	.02552165	.02026858	.01436769	.01265231
"K to 1"	"s1_frl2_swdy"	540	.10622719	.05421225	.02338356	.02489819	.01846485	.00977794
"K to 1"	"s1_frl2_swdn"	2040	.08476547	.04270901	.02366364	.01422069	.01129524	.01007621
"K to 1"	"s1_frl2_ell"	300	.10879951	.04493102	-99	.02320779	.01716062	-99
"K to 1"	"s1_frl2_elln"	2720	.09149902	.0462556	.02278583	.01296709	.01035887	.00799065
"K to 1"	"s1_frl34_all"	4960	.15361555	.05175891	.01394188	.0129769	.00645903	.00257088
"K to 1"	"s1_frl34_male"	2580	.15152144	.05225786	.01728265	.01393482	.00729447	.00379118
"K to 1"	"s1_frl34_female"	2380	.15585011	.0512265	.01037706	.01602741	.00830425	.00358425
"K to 1"	"s1_frl34_ethblk"	1000	.20042748	.04398012	.01669297	.02963828	.00821064	.00620866
"K to 1"	"s1_frl34_ethlat"	1820	.15716512	.05776126	.01167711	.01775695	.00994698	.00344892
"K to 1"	"s1_frl34_ethwht"	1560	.12692922	.05002414	.01349688	.01901905	.01125259	.00523066
"K to 1"	"s1_frl34_ethapi"	310	.12364389	.05386542	-99	.03661911	.02246247	-99
"K to 1"	"s1_frl34_sesl"	3110	.16075226	.0551711	.01029755	.01306319	.00634375	.00274792
"K to 1"	"s1_frl34_sesh"	280	.1432154	.03860574	-99	.03332045	.01701475	-99
"K to 1"	"s1_frl34_ssml"	2400	.16607246	.0564835	.01060824	.01319247	.00850459	.00249096
"K to 1"	"s1_frl34_ssmh"	670	.12474739	.041412	.02143773	.02409616	.01528537	.01129221
"K to 1"	"s1_frl34_ssrl"	2320	.17456465	.05468127	.00985516	.01410455	.0093882	.00275047
"K to 1"	"s1_frl34_ssrh"	710	.15119529	.03714726	.01963846	.0258627	.0099326	.00760099
"K to 1"	"s1_frl34_swdy"	740	.16632317	.05485204	.01838184	.01644286	.00988825	.00777281
"K to 1"	"s1_frl34_swdn"	3130	.14740795	.0492221	.01325279	.01404942	.00696935	.00320443
"K to 1"	"s1_frl34_ell"	1370	.14914621	.0455292	.0094816	.01777019	.00928833	.00392455
"K to 1"	"s1_frl34_elln"	3580	.15424922	.05398865	.01545759	.01461462	.00686636	.00319857
"K to 1"	"s1_dsize1_all"	2910	.10803237	.04873555	.01096534	.01404131	.00837086	.0028822
"K to 1"	"s1_dsize1_male"	1530	.10853175	.05286332	.01296964	.01514285	.01048174	.0035106
"K to 1"	"s1_dsize1_female"	1390	.10747701	.04414495	.00873631	.01787239	.0084874	.00418336
"K to 1"	"s1_dsize1_ethblk"	260	.23157744	.05737461	-99	.04473869	.02135337	-99
"K to 1"	"s1_dsize1_ethlat"	390	.18830846	.07022287	-99	.05129083	.02002831	-99
"K to 1"	"s1_dsize1_ethwht"	2000	.06962432	.0402255	.01062665	.01141243	.0077631	.00405
"K to 1"	"s1_dsize1_ethapi"	100	.11025278	-99	-99	.05783609	-99	-99
"K to 1"	"s1_dsize1_sesl"	1110	.14718215	.06570198	-99	.02099786	.01096745	-99
"K to 1"	"s1_dsize1_sesh"	560	.04046484	-99	-99	.01430409	-99	-99
"K to 1"	"s1_dsize1_ssml"	1080	.13384802	.05406305	-99	.01999238	.01108349	-99
"K to 1"	"s1_dsize1_ssmh"	630	.06866696	.03429007	.01610714	.01517965	.00967894	.00550297
"K to 1"	"s1_dsize1_ssrl"	1020	.12129003	.05702681	-99	.01696859	.01353569	-99
"K to 1"	"s1_dsize1_ssrh"	540	.0903843	.03835545	.02117733	.02914293	.01354016	.01067928
"K to 1"	"s1_dsize1_swdy"	590	.12294067	.07993921	.02638489	.01896753	.01597578	.01070374
"K to 1"	"s1_dsize1_swdn"	1880	.09408225	.03611543	.00717699	.01589273	.00723012	.00314643
"K to 1"	"s1_dsize1_ell"	230	.16620519	.05916435	-99	.04530312	.02234598	-99
"K to 1"	"s1_dsize1_elln"	2680	.10337619	.04803607	.01133475	.01225487	.00811005	.00298864
"K to 1"	"s1_dsize2_all"	3120	.11579244	.05765174	.02321524	.01299394	.00914335	.00710079
"K to 1"	"s1_dsize2_male"	1580	.10578851	.05188246	.02465056	.01330312	.01042887	.00757708
"K to 1"	"s1_dsize2_female"	1540	.12573811	.06338743	.02178828	.01613135	.01181266	.00794362
"K to 1"	"s1_dsize2_ethblk"	240	.18928647	.0502075	-99	.03784918	.02064856	-99
"K to 1"	"s1_dsize2_ethlat"	680	.15323504	.08881138	.01969871	.01900586	.01560406	.00719904
"K to 1"	"s1_dsize2_ethwht"	1730	.09407296	.051655	.02600263	.01542599	.01260247	.01093731
"K to 1"	"s1_dsize2_ethapi"	290	.07975165	-99	-99	.01971807	-99	-99
"K to 1"	"s1_dsize2_sesl"	1180	.14864472	.07430045	.02250334	.01945589	.01403879	.00985738
"K to 1"	"s1_dsize2_sesh"	660	.08779868	.04410429	.0232073	.01915587	.01289791	.00920097
"K to 1"	"s1_dsize2_ssml"	1090	.15309771	.07811831	.02334845	.01669605	.01207966	.00817147
"K to 1"	"s1_dsize2_ssmh"	760	.08292586	.04170987	.02184734	.0188562	.01422743	.00969032
"K to 1"	"s1_dsize2_ssrl"	1120	.14788854	.06770487	.02474427	.01720176	.01142576	.009336
"K to 1"	"s1_dsize2_ssrh"	680	.08515734	.04312608	.01520942	.01788478	.01524861	.00622327
"K to 1"	"s1_dsize2_swdy"	510	.1191597	.0336037	-99	.02087107	.00874446	-99
"K to 1"	"s1_dsize2_swdn"	2110	.1063689	.05857822	.02428125	.01406446	.01197827	.00967945
"K to 1"	"s1_dsize2_ell"	490	.18319485	.08619554	.03476046	.02874384	.01867182	.0139292
"K to 1"	"s1_dsize2_elln"	2620	.10462525	.05335942	.02147879	.0131886	.00958203	.0074416
"K to 1"	"s1_dsize3_all"	4170	.14002037	.04284836	.0179702	.01081727	.00654367	.00357826
"K to 1"	"s1_dsize3_male"	2140	.14554434	.04340387	.01764251	.01423672	.00602997	.00436667
"K to 1"	"s1_dsize3_female"	2020	.13412396	.0422554	.01831997	.01304244	.00908272	.00532941
"K to 1"	"s1_dsize3_ethblk"	770	.18799921	.04072545	.01874615	.02508027	.00973008	.00715803
"K to 1"	"s1_dsize3_ethlat"	1570	.13479029	.05113953	.0101369	.01172097	.009355	.00199273
"K to 1"	"s1_dsize3_ethwht"	1190	.12432482	.03886245	.02741844	.0147248	.00989279	.00907084
"K to 1"	"s1_dsize3_ethapi"	420	.0914892	.02694307	-99	.02937849	.01009554	-99
"K to 1"	"s1_dsize3_sesl"	2110	.16143569	.04064378	.01114803	.01361691	.00697732	.0033512
"K to 1"	"s1_dsize3_sesh"	580	.11045338	.05380948	.04689931	.02094332	.01491473	.01487758
"K to 1"	"s1_dsize3_ssml"	1770	.15799874	.0456964	.01376704	.01396894	.00740922	.00310702
"K to 1"	"s1_dsize3_ssmh"	710	.120307	.04924383	.03083027	.02094798	.01314139	.01172947
"K to 1"	"s1_dsize3_ssrl"	1700	.17438089	.04020068	.01239283	.0166201	.00631995	.0026412
"K to 1"	"s1_dsize3_ssrh"	850	.12227878	.0440853	.03225912	.01999138	.01190052	.01032779
"K to 1"	"s1_dsize3_swdy"	590	.15380819	.04038645	.02265789	.01795423	.00959858	.0073147
"K to 1"	"s1_dsize3_swdn"	2780	.13273034	.04332342	.01914037	.01093062	.00730491	.00492144
"K to 1"	"s1_dsize3_ell"	1240	.11700699	.03193969	-99	.01491723	.00894287	-99
"K to 1"	"s1_dsize3_elln"	2910	.1481801	.04701882	.02253389	.01240257	.00722479	.0046356
"K to 1"	"s2_t1y_region1"	1250	.10181906	.04715463	.01009463	.02018739	.00639799	.00422263
"K to 1"	"s2_t1y_region2"	1800	.13426096	.05521257	.02051514	.01621352	.01300732	.00691942
"K to 1"	"s2_t1y_region3"	3170	.13311869	.03095515	.00808181	.01572012	.0068757	.00223886
"K to 1"	"s2_t1y_region4"	1770	.18146207	.09982019	.03385665	.01555927	.01616911	.01095232
"K to 1"	"s2_t1y_city"	2790	.16954674	.06540445	.02149191	.01443134	.01003224	.00729458
"K to 1"	"s2_t1y_suburb"	2490	.13441967	.05393882	.01799541	.01503222	.00947682	.00421067
"K to 1"	"s2_t1y_ruralt"	2710	.11248096	.04394793	.01161311	.01625419	.00933927	.00498151
"K to 1"	"s2_t1y_enrl"	3680	.13998778	.05742068	.01914456	.01628157	.00728052	.00672941
"K to 1"	"s2_t1y_enrh"	4310	.13810852	.05231384	.01542505	.01020749	.00824803	.00367001
"K to 1"	"s2_t1y_min1"	2710	.07157805	.04198775	.01428438	.01206157	.00948364	.00583807
"K to 1"	"s2_t1y_min2"	1690	.15092686	.05267507	.01957093	.02117876	.01309495	.01017294
"K to 1"	"s2_t1y_min3"	3590	.17916088	.06381684	.01736363	.01558756	.00852068	.00254562
"K to 1"	"s2_t1y_frl1"	990	.14609774	.06782735	.0125465	.03996012	.02132191	.00491456
"K to 1"	"s2_t1y_frl2"	2080	.10048756	.05376354	.02556786	.01647922	.01306674	.01066672
"K to 1"	"s2_t1y_frl34"	4920	.15394546	.0521045	.01403497	.01307422	.00649441	.00260182
"K to 1"	"s2_t1y_dsize1"	2660	.11395103	.05109407	.01120116	.01522518	.00918198	.00322597
"K to 1"	"s2_t1y_dsize2"	2040	.14334016	.07067177	.02487454	.01942109	.01296613	.01042089
"K to 1"	"s2_t1y_dsize3"	3260	.15994944	.04723717	.01766016	.01235075	.00776183	.00444723
"K to 1"	"s2_t1n_region1"	250	-99	-99	-99	-99	-99	-99
"K to 1"	"s2_t1n_region2"	420	.04894556	-99	-99	.01336333	-99	-99
"K to 1"	"s2_t1n_region3"	780	.05776431	.02817593	.02817593	.01142033	.00834437	.00834437
"K to 1"	"s2_t1n_region4"	830	.0794182	.04110853	.02111898	.01712772	.01039862	.00883573
"K to 1"	"s2_t1n_city"	500	.06767036	.03144469	-99	.01485254	.0116493	-99
"K to 1"	"s2_t1n_suburb"	1110	.0626581	.03357852	.01875951	.01266582	.00883907	.00689176
"K to 1"	"s2_t1n_ruralt"	670	.05258688	.02356747	.01959114	.01257331	.00849278	.00780914
"K to 1"	"s2_t1n_enrl"	790	.0759234	.02962709	.01843033	.0148454	.00773658	.00740506
"K to 1"	"s2_t1n_enrh"	1490	.0534309	.03031241	.01872573	.00819277	.00589608	.00525077
"K to 1"	"s2_t1n_min1"	1780	.05144106	.02998732	.01754801	.00747059	.00597581	.00534863
"K to 1"	"s2_t1n_min2"	450	.09813551	.0335801	.02458658	.02411498	.01115585	.00884143
"K to 1"	"s2_t1n_min3"	60	-99	-99	-99	-99	-99	-99
"K to 1"	"s2_t1n_frl1"	1290	.04894673	.03329185	.02105187	.00950811	.00784303	.00734255
"K to 1"	"s2_t1n_frl2"	950	.07436274	.02712436	.01622811	.0136677	.00664557	.00547756
"K to 1"	"s2_t1n_frl34"	40	-99	-99	-99	-99	-99	-99
"K to 1"	"s2_t1n_dsize1"	230	-99	-99	-99	-99	-99	-99
"K to 1"	"s2_t1n_dsize2"	1080	.0603941	.03146853	.01987839	.01039742	.00678774	.0060656
"K to 1"	"s2_t1n_dsize3"	900	.06207296	.02568267	.01918283	.01461528	.00822215	.00859692
"K to 1"	"s2_region1_city"	450	.11317045	.0549408	-99	.01967398	.01921924	-99
"K to 1"	"s2_region1_suburb"	800	.09191967	.0353324	-99	.03463714	.01549236	-99
"K to 1"	"s2_region1_ruralt"	270	.05361662	.0376153	-99	.01428473	.00515949	-99
"K to 1"	"s2_region1_enrl"	750	.07494289	.03547013	-99	.02264774	.01229388	-99
"K to 1"	"s2_region1_enrh"	760	.10333554	.04651399	-99	.03008604	.01016223	-99
"K to 1"	"s2_region1_min1"	780	.05163716	.03179091	-99	.02388234	.01598313	-99
"K to 1"	"s2_region1_min2"	330	.09524756	.0591929	-99	.04478572	.02926603	-99
"K to 1"	"s2_region1_min3"	410	.15660243	.04380411	-99	.05983218	.01725532	-99
"K to 1"	"s2_region1_frl1"	630	.05082774	.03292716	-99	.02792807	.01882518	-99
"K to 1"	"s2_region1_frl2"	390	.05695627	.03835086	-99	.01504914	.00977533	-99
"K to 1"	"s2_region1_frl34"	500	.16038781	.0531498	-99	.05170312	.0182322	-99
"K to 1"	"s2_region1_dsize1"	700	.06034	.01940149	-99	.03086936	.00513968	-99
"K to 1"	"s2_region1_dsize2"	420	.14803478	.08895096	-99	.01884673	.01717581	-99
"K to 1"	"s2_region1_dsize3"	380	.07985712	-99	-99	.01026961	-99	-99
"K to 1"	"s2_region2_city"	680	.18518804	.05313644	.02376093	.02177625	.01584243	.00753905
"K to 1"	"s2_region2_suburb"	670	.13285925	.06083999	.02394309	.02035586	.01588381	.00959107
"K to 1"	"s2_region2_ruralt"	870	.059114	.0395351	-99	.00816332	.01243767	-99
"K to 1"	"s2_region2_enrl"	1380	.13721462	.05097187	.0198361	.02230806	.00888296	.00760753
"K to 1"	"s2_region2_enrh"	830	.09686427	.04781481	.01698623	.01454172	.01215921	.00801206
"K to 1"	"s2_region2_min1"	1400	.06131644	.03883583	.01637819	.00673404	.00770341	.00503717
"K to 1"	"s2_region2_min2"	390	.20036382	.05166746	-99	.0139299	.01117017	-99
"K to 1"	"s2_region2_min3"	430	.22333416	.08256033	.03307475	.02919818	.03107525	.01040849
"K to 1"	"s2_region2_frl1"	550	.0751057	.03062113	-99	.02680586	.01814879	-99
"K to 1"	"s2_region2_frl2"	840	.08207913	.04333043	.01972438	.01810849	.01465207	.00863673
"K to 1"	"s2_region2_frl34"	820	.18380346	.06772155	.02296911	.02070476	.01607774	.00856846
"K to 1"	"s2_region2_dsize1"	1070	.09323892	.06762586	.01646363	.01799152	.01677976	.00598456
"K to 1"	"s2_region2_dsize2"	650	.10802593	.01895607	-99	.01808112	.0071436	-99
"K to 1"	"s2_region2_dsize3"	500	.19196415	.0433854	.03410503	.02112685	.00879157	.00697239
"K to 1"	"s2_region3_city"	950	.13069031	.03541712	-99	.03308718	.01109305	-99
"K to 1"	"s2_region3_suburb"	1340	.10973051	.03626634	.02158569	.01954414	.01061401	.00569386
"K to 1"	"s2_region3_ruralt"	1660	.12152294	.02439226	.00793141	.02186877	.0052496	.00450077
"K to 1"	"s2_region3_enrl"	1370	.13930848	.04134808	.00970018	.03501368	.01005057	.00586061
"K to 1"	"s2_region3_enrh"	2580	.11275349	.02604344	.01217437	.0101474	.00605466	.00280865
"K to 1"	"s2_region3_min1"	1250	.05224858	.01867337	.01337637	.01510054	.00611112	.00626333
"K to 1"	"s2_region3_min2"	950	.11103947	.02159934	-99	.02459393	.00713117	-99
"K to 1"	"s2_region3_min3"	1750	.16709382	.04286664	.01117862	.02715618	.01170715	.00288531
"K to 1"	"s2_region3_frl1"	620	.16233829	.06395434	.03435249	.0539446	.01980903	.01062143
"K to 1"	"s2_region3_frl2"	980	.06848643	.01568487	-99	.01603164	.0069914	-99
"K to 1"	"s2_region3_frl34"	2350	.13133411	.02886429	.00696461	.02258773	.00565806	.00282428
"K to 1"	"s2_region3_dsize1"	840	.14559418	.03168904	-99	.03016029	.00746437	-99
"K to 1"	"s2_region3_dsize2"	1120	.07346131	.02880516	.01479806	.02464785	.0089947	.00645448
"K to 1"	"s2_region3_dsize3"	1990	.12722181	.0305412	.01241947	.01749725	.00849781	.00321865
"K to 1"	"s2_region4_city"	1220	.17306917	.08676837	.03283215	.02122756	.02145633	.01739079
"K to 1"	"s2_region4_suburb"	820	.1245898	.06503114	.01850781	.02739721	.01709346	.00687715
"K to 1"	"s2_region4_ruralt"	580	.14246253	.09776446	.04119226	.04819358	.04848435	.02218622
"K to 1"	"s2_region4_enrl"	990	.14842098	.08150189	.04006835	.02104559	.01564269	.0199088
"K to 1"	"s2_region4_enrh"	1620	.15265639	.08230598	.02445559	.01768392	.01900815	.00861735
"K to 1"	"s2_region4_min1"	1070	.09124638	.05994779	.02905179	.02217178	.02016107	.01246268
"K to 1"	"s2_region4_min2"	480	.18678951	.09625133	.05580453	.05019335	.04131008	.03613319
"K to 1"	"s2_region4_min3"	1070	.18447331	.09380974	.01934803	.01742692	.0167831	.00466883
"K to 1"	"s2_region4_frl1"	500	.08984158	.07201792	.02440376	.03600678	.03453131	.01484814
"K to 1"	"s2_region4_frl2"	820	.15250453	.0876612	.05016286	.03051849	.02679586	.02429941
"K to 1"	"s2_region4_frl34"	1290	.17136769	.08198807	.01939678	.01486347	.01651976	.00475336
"K to 1"	"s2_region4_dsize1"	300	.15027692	.12167997	-99	.05749971	.06258774	-99
"K to 1"	"s2_region4_dsize2"	930	.14718438	.09673531	.04581407	.0222031	.01860245	.01814905
"K to 1"	"s2_region4_dsize3"	1300	.1547333	.06429905	.02142424	.01916557	.01525103	.00874072
"K to 1"	"s2_city_enrl"	1310	.20670369	.08475769	.04237208	.0257763	.0153014	.01737557
"K to 1"	"s2_city_enrh"	1990	.12708926	.04741546	.00904761	.01280727	.00942346	.00276191
"K to 1"	"s2_city_min1"	570	.04873558	.02890044	-99	.01370084	.01201559	-99
"K to 1"	"s2_city_min2"	760	.1869022	.06864119	.03872885	.03862704	.02965343	.02434569
"K to 1"	"s2_city_min3"	1970	.17139651	.06598433	.01628503	.01475514	.01008153	.00348167
"K to 1"	"s2_city_frl1"	360	.08980896	.04954973	-99	.02876941	.01982793	-99
"K to 1"	"s2_city_frl2"	630	.12560328	.06550721	.03968376	.04031452	.03407436	.03057749
"K to 1"	"s2_city_frl34"	2310	.17260051	.06104831	.01570277	.01443686	.00909121	.00370677
"K to 1"	"s2_city_dsize1"	120	.22481484	.15865452	-99	.09352883	.06503026	-99
"K to 1"	"s2_city_dsize2"	720	.14583409	.09451855	.03942376	.03485576	.03026495	.02702079
"K to 1"	"s2_city_dsize3"	2450	.15375296	.04517273	.01604557	.01472102	.00687096	.00385748
"K to 1"	"s2_suburb_enrl"	1380	.10652892	.04064106	.01195741	.01858754	.01042107	.00382962
"K to 1"	"s2_suburb_enrh"	2250	.116773	.05141092	.02136961	.01572208	.00828602	.00417391
"K to 1"	"s2_suburb_min1"	1730	.08095906	.03767351	.01638604	.01576728	.00808495	.00483292
"K to 1"	"s2_suburb_min2"	710	.09893593	.04074451	.01605207	.01731659	.0123455	.00691704
"K to 1"	"s2_suburb_min3"	1190	.16571708	.06538841	.02158925	.0308185	.01574239	.00547139
"K to 1"	"s2_suburb_frl1"	1460	.08691619	.05134702	.01738796	.01881731	.01229401	.00568798
"K to 1"	"s2_suburb_frl2"	1010	.10645149	.03429143	.01198432	.01703645	.00952077	.00633365
"K to 1"	"s2_suburb_frl34"	1150	.14961791	.05520548	.02427516	.02966322	.0122375	.00674704
"K to 1"	"s2_suburb_dsize1"	920	.09125176	.04141925	.01624157	.02736012	.01038513	.00411787
"K to 1"	"s2_suburb_dsize2"	1250	.12279265	.05844772	.02002751	.01891933	.01490355	.00640664
"K to 1"	"s2_suburb_dsize3"	1360	.11727098	.03702241	.01645545	.01895293	.01006738	.00546686
"K to 1"	"s2_ruralt_enrl"	1820	.08771602	.03712901	.00669978	.02126515	.00582677	.00403313
"K to 1"	"s2_ruralt_enrh"	1560	.1143888	.04325173	.01823008	.01440978	.01256709	.00738166
"K to 1"	"s2_ruralt_min1"	2210	.05540825	.0389326	.01529704	.01117711	.01012509	.00652853
"K to 1"	"s2_ruralt_min2"	680	.13530798	.03938297	-99	.02685021	.00943136	-99
"K to 1"	"s2_ruralt_min3"	490	.22306883	.04787702	-99	.06549657	.0141293	-99
"K to 1"	"s2_ruralt_frl1"	490	.1109076	.04014941	-99	.06815525	.02887446	-99
"K to 1"	"s2_ruralt_frl2"	1380	.07019983	.04578004	.02304344	.01179203	.01130737	.00839259
"K to 1"	"s2_ruralt_frl34"	1500	.12839155	.03578222	-99	.03037187	.0071493	-99
"K to 1"	"s2_ruralt_dsize1"	1870	.10670633	.04417093	.00857768	.01646777	.00876388	.00383757
"K to 1"	"s2_ruralt_dsize2"	1150	.08483	.02908362	.01493455	.02100677	.00747363	.00702125
"K to 1"	"s2_ruralt_dsize3"	360	.119684	.04648071	.0376634	.03938552	.03021495	.03038698
"K to 1"	"s2_enrl_min1"	2250	.05530004	.03086265	.00931445	.00964773	.00604288	.00292707
"K to 1"	"s2_enrl_min2"	860	.14180032	.06652788	.03357417	.02764376	.0229175	.0212237
"K to 1"	"s2_enrl_min3"	1390	.23427735	.0756755	.02308159	.02597125	.01105683	.00551151
"K to 1"	"s2_enrl_frl1"	850	.0820998	.04728048	.01592552	.02447119	.01659063	.00634858
"K to 1"	"s2_enrl_frl2"	1330	.10030475	.04466015	.02432051	.02309942	.01783994	.01619137
"K to 1"	"s2_enrl_frl34"	2320	.16215486	.05870726	.0168279	.02225593	.0080611	.00510742
"K to 1"	"s2_enrl_dsize1"	1740	.07780979	.04220405	-99	.02124101	.00873689	-99
"K to 1"	"s2_enrl_dsize2"	1390	.13654337	.06107457	.03438234	.02553461	.02064833	.01784623
"K to 1"	"s2_enrl_dsize3"	1320	.1951897	.05801324	.02460618	.02657212	.00969124	.00684693
"K to 1"	"s2_enrh_min1"	2260	.07110963	.04243971	.02050862	.01115128	.0093123	.00616229
"K to 1"	"s2_enrh_min2"	1280	.14123425	.03871881	.01248912	.02574856	.01001802	.00377585
"K to 1"	"s2_enrh_min3"	2250	.1505187	.05708456	.01434822	.01874716	.00989241	.00301178
"K to 1"	"s2_enrh_frl1"	1460	.09891927	.04907831	.01750217	.02679272	.01224548	.00580182
"K to 1"	"s2_enrh_frl2"	1700	.08829141	.04703558	.02196435	.01544445	.01101376	.00789578
"K to 1"	"s2_enrh_frl34"	2640	.14786999	.04708379	.01200006	.01546841	.00852396	.00283637
"K to 1"	"s2_enrh_dsize1"	1170	.13965574	.05556978	.01679398	.01986956	.01332234	.0058048
"K to 1"	"s2_enrh_dsize2"	1730	.10288277	.05552232	.01626791	.0155913	.01019608	.00441956
"K to 1"	"s2_enrh_dsize3"	2850	.11776668	.0367313	.01529344	.01066539	.00760926	.00432067
"K to 1"	"s2_min1_frl1"	1880	.06311559	.03965715	.01598173	.01536382	.01156967	.00527161
"K to 1"	"s2_min1_frl2"	1700	.06665318	.0373823	.01963443	.01014777	.00873721	.007823
"K to 1"	"s2_min1_frl34"	930	.06000609	.03140754	-99	.01711577	.00674855	-99
"K to 1"	"s2_min1_dsize1"	1930	.04974039	.03835448	.01063805	.00913071	.00894563	.00365526
"K to 1"	"s2_min1_dsize2"	1640	.06837366	.03020536	.01231917	.0140958	.00929076	.00428112
"K to 1"	"s2_min1_dsize3"	870	.08460456	.0408196	.03163649	.02186537	.01582941	.01385346
"K to 1"	"s2_min2_frl1"	170	.25549885	-99	-99	.14009996	-99	-99
"K to 1"	"s2_min2_frl2"	1070	.11632493	.05719814	.03214626	.02636041	.02054145	.01767934
"K to 1"	"s2_min2_frl34"	910	.14867722	.04593701	-99	.02496145	.01341913	-99
"K to 1"	"s2_min2_dsize1"	540	.12573899	.0446033	-99	.0332847	.01180706	-99
"K to 1"	"s2_min2_dsize2"	670	.15860682	.08577214	.04626252	.04565745	.03444074	.02780973
"K to 1"	"s2_min2_dsize3"	920	.1432992	.02412965	.01554738	.02438559	.0061675	.00488519
"K to 1"	"s2_min3_frl1"	260	.19908763	.14229791	-99	.0151292	.02845695	-99
"K to 1"	"s2_min3_frl2"	260	.15427482	.05369978	-99	.05192313	.01866592	-99
"K to 1"	"s2_min3_frl34"	3130	.17814725	.05866374	.01777897	.0173668	.00797806	.00301885
"K to 1"	"s2_min3_dsize1"	440	.28531218	.09028995	.02270354	.07760373	.02586832	.00754782
"K to 1"	"s2_min3_dsize2"	810	.1596461	.0798799	.02081221	.02364817	.01660208	.00625879
"K to 1"	"s2_min3_dsize3"	2380	.1568937	.05014134	.01438098	.01377176	.00783286	.00306144
"K to 1"	"s2_frl1_dsize1"	730	.09508267	.03679755	-99	.04646565	.0205785	-99
"K to 1"	"s2_frl1_dsize2"	840	.08841248	.04724786	-99	.02659911	.01712925	-99
"K to 1"	"s2_frl1_dsize3"	670	.08588343	.05211417	.02898997	.02319424	.01602513	.01154106
"K to 1"	"s2_frl2_dsize1"	940	.05056676	.0404145	.01313039	.01368548	.01089526	.00622761
"K to 1"	"s2_frl2_dsize2"	1180	.10533517	.05434491	.03465342	.0247374	.02078788	.01803982
"K to 1"	"s2_frl2_dsize3"	890	.12787578	.04349604	.02040421	.02688468	.01558075	.0118246
"K to 1"	"s2_frl34_dsize1"	1250	.15364331	.06018597	.01014305	.03144684	.01436054	.00423196
"K to 1"	"s2_frl34_dsize2"	1100	.14685005	.06870256	.01848209	.02628119	.01500777	.00643466
